,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
40,1629874465336184837,1629874465336184837,1677427328000.0,2023-02-26 21:32:08,+0530,,I wish you stand by your ideals. Say no to a corrupt representative of Hitler or Mussolini. Khamenei and Putin are repeating history.Thank you #WalkoutIRI   @JoeBiden @POTUS @WHCOS @VP @FLOTUS @SpeakerPelosi @RishiSunak @Bundeskanzler @EmmanuelMacrn @alexanderdecroo @vonderleyen,en,['walkoutiri'],[],823679105208094720,823679105208094720,M59462682,M,7,21,https://twitter.com/M59462682/status/1629874465336184837,[],[],0,,False,0,1,0,https://twitter.com/Omid_M/status/1629504544215298051,Joe biden,,,,,,,[],,,,
41,1629874448990871557,1629638396367732736,1677427324000.0,2023-02-26 21:32:04,+0530,,@TommyPigott @JoeBiden Killing kids is extremism. Let em live or close the leggs,en,[],[],1708262784,1708262784,transamws62000,Ramon Ruvalcaba,7,21,https://twitter.com/transamws62000/status/1629874448990871557,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'TommyPigott', 'name': 'Tommy Pigott', 'id': '902178672626593793'}, {'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
42,1629874445929050114,1629874442850516994,1677427324000.0,2023-02-26 21:32:04,+0530,,World stage and didnt appear to care one iota for those that may have voted for him! Ukraine was much more important then America wasnt it Joe Biden? So you spinmeisters lie all you want and spin the truth where it once again is unrecognizable while America gets poorer by,en,[],[],3428452973,3428452973,HostiloEd,Ed Hostilo,7,21,https://twitter.com/HostiloEd/status/1629874445929050114,[],[],0,,False,0,1,0,,Joe biden,,,,,,,[],,,,
43,1629874441856380929,1629874441856380929,1677427323000.0,2023-02-26 21:32:03,+0530,,"This is how APC is managing to get their votes, by intimidation and forcefulness. Just to let the world know that APC never go new winning presidential elections ahead of time @BBCNews @BBCWorld @cnni @CNN @ARISEtv @9jainfo @channelstv @MBuhari @PeterObi @atiku @JoeBiden  https://t.co/tdeycvb16w",en,[],[],3343007777,3343007777,nosa_okor,Prominos,7,21,https://twitter.com/nosa_okor/status/1629874441856380929,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1629874390639820801/pu/img/6_GnGKrN6fL5azCI.jpg,False,1,0,0,,Joe biden,,,,,,,[],,,,
44,1629874440338276354,1629638396367732736,1677427322000.0,2023-02-26 21:32:02,+0530,,@JoeBiden Read your Bible sir.,en,[],[],1591789678528978944,1591789678528978944,toddspokane,Todd Hogue,7,21,https://twitter.com/toddspokane/status/1629874440338276354,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
45,1629874436936540162,1629868366067318784,1677427322000.0,2023-02-26 21:32:02,+0530,,@ConservBrief That's not Joe Biden.  https://t.co/yN3avmwi1r,en,[],[],1511084417795637258,1511084417795637258,AnthonySanto18,Anthony Santo,7,21,https://twitter.com/AnthonySanto18/status/1629874436936540162,[],['https://pbs.twimg.com/media/Fp56JOuWcAAV7U1.jpg'],1,https://pbs.twimg.com/media/Fp56JOuWcAAV7U1.jpg,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'ConservBrief', 'name': 'Conservative Brief', 'id': '1519661185335009280'}]",,,,
46,1629874436022185985,1629874436022185985,1677427321000.0,2023-02-26 21:32:01,+0530,,The Mayor is absolutely right! @JoeBiden doesn't care about East Palestine!,en,[],[],1508012754,1508012754,WayneDMacDonal1,Wayne D. MacDonald,7,21,https://twitter.com/WayneDMacDonal1/status/1629874436022185985,[],[],0,,False,0,0,0,https://twitter.com/RNCResearch/status/1629484444032831488,Joe biden,,,,,,,[],,,,
47,1629874435917324290,1629638396367732736,1677427321000.0,2023-02-26 21:32:01,+0530,,@Practice_53 @jonathankdavis1 @GarfieldSplurge @calebparke @JoeBiden  https://t.co/cZf3nHSHQw,qme,[],[],1145761053688680449,1145761053688680449,Faulk4Trent,TrentF,7,21,https://twitter.com/Faulk4Trent/status/1629874435917324290,[],['https://pbs.twimg.com/tweet_video_thumb/Fp56KEpWYAUFzSh.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/Fp56KEpWYAUFzSh.jpg,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'Practice_53', 'name': 'Brandon ⚡️', 'id': '289708355'}, {'screen_name': 'jonathankdavis1', 'name': 'Jon Davis', 'id': '392562986'}, {'screen_name': 'GarfieldSplurge', 'name': 'Harry Robinson/Josh Ferme Superfan', 'id': '1494836428848644100'}, {'screen_name': 'calebparke', 'name': 'Caleb Parke', 'id': '38097395'}]",,,,
48,1629874431580307457,1629638396367732736,1677427320000.0,2023-02-26 21:32:00,+0530,,@JoeBiden You’re an embarrassment and disgrace,en,[],[],1595493751211843584,1595493751211843584,Anna_Jay88,Anna Jay,7,21,https://twitter.com/Anna_Jay88/status/1629874431580307457,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
49,1629874430506864647,1629874430506864647,1677427320000.0,2023-02-26 21:32:00,+0530,,"Hey, approximately 14 Million to lose Medicaid this year, thanks Joe Biden, let’s see who you blame for this piece of work.",en,[],[],1597316752584896512,1597316752584896512,VillinesArthur,Arthur Villines,7,21,https://twitter.com/VillinesArthur/status/1629874430506864647,[],[],0,,False,0,0,0,,Joe biden,,,,,,,[],,,,
50,1629874429755809794,1629638396367732736,1677427320000.0,2023-02-26 21:32:00,+0530,,"@JoeBiden ""Congress doesn't want to kill babies, I do"". There, fixed it....",en,[],[],1534526639605940227,1534526639605940227,Maad_Daad,Hudson Hubbard,7,21,https://twitter.com/Maad_Daad/status/1629874429755809794,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
51,1629874426052214785,1629874426052214785,1677427319000.0,2023-02-26 21:31:59,+0530,,US president Joe Biden has said the prospect of #China negotiating peace between #Ukraine and #Russia is “just not rational”,en,"['china', 'ukraine', 'russia']",[],3309688486,3309688486,RoINTEL,RoINTEL,7,21,https://twitter.com/RoINTEL/status/1629874426052214785,[],[],0,,False,0,0,0,,Joe biden,,,,,,,[],,,,
52,1629874423581777921,1629638396367732736,1677427318000.0,2023-02-26 21:31:58,+0530,,@samisaposer @Connie28084492 @PyardF @betochavezmo @_TimSwain_ @JoeBiden I’ll put it in simple words for you since you literally slow. You cannot kill something that is not living (again according to your logic the baby is not living until it has a pulse or wtv tf you said),en,[],[],1338899021134491648,1338899021134491648,oblockicon,oblock icon,7,21,https://twitter.com/oblockicon/status/1629874423581777921,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'samisaposer', 'name': 'samantha 🦋🤍', 'id': '725597459938828288'}, {'screen_name': 'Connie28084492', 'name': 'Connie', 'id': '1595148218505084934'}, {'screen_name': 'PyardF', 'name': 'Pyard Fardish', 'id': '1382788552065372164'}, {'screen_name': 'betochavezmo', 'name': 'Francisco Morales', 'id': '1568337121672417280'}, {'screen_name': '_TimSwain_', 'name': 'Tim Swain', 'id': '1356282424313999361'}, {'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
53,1629874422936121344,1623156251956838400,1677427318000.0,2023-02-26 21:31:58,+0530,,@JoeBiden Hey Joe 🖕,en,[],[],1424498322564206592,1424498322564206592,TrevorBalbini1,Trevor Balbini,7,21,https://twitter.com/TrevorBalbini1/status/1629874422936121344,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
54,1629874416422211585,1629638396367732736,1677427317000.0,2023-02-26 21:31:57,+0530,,@JoeBiden So youre saying that theres a chance the democrat controled senate passes an abortion bill?  Or are you just gaslighting the country with your made up bs again?,en,[],[],1610754408777662464,1610754408777662464,phishin4fish,phishin4fish,7,21,https://twitter.com/phishin4fish/status/1629874416422211585,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
55,1629874390702899200,1629578813494444033,1677427311000.0,2023-02-26 21:31:51,+0530,,@snicklink Hier redet Joe Biden über Transgenders:  https://t.co/vJevOaV8QZ,de,[],[],18076236,18076236,gun3ro,Deniz G.,7,21,https://twitter.com/gun3ro/status/1629874390702899200,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1629874318426664962/pu/img/ChBp7De2X6BXR7LQ.jpg,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'snicklink', 'name': 'Snicklink', 'id': '4235811976'}]",,,,
56,1629874388429418498,1629874388429418498,1677427310000.0,2023-02-26 21:31:50,+0530,,#Pedophilia #Pedophilie #Pedocriminalité #Biden #JoeBidenshoweredwithhisDaughter #JoeBiden #USA  https://t.co/oEhtSdE7WP,qme,"['pedophilia', 'pedophilie', 'pedocriminalité', 'biden', 'joebidenshoweredwithhisdaughter', 'joebiden', 'usa']",[],826479070162608128,826479070162608128,ptitprince75,#StopVax 🇫🇷 🇷🇺 🍷🍾🍇🥕🥕🥕#MacronDestitution,7,21,https://twitter.com/ptitprince75/status/1629874388429418498,['https://t.me/MarcelD442/4978'],[],0,,False,1,0,1,,Joe biden,,,,,,,[],,,,
57,1629874383450767370,1629638396367732736,1677427309000.0,2023-02-26 21:31:49,+0530,,@JoeBiden Yes!!  Women must have the right to decide. Nobody else must decide about this.,en,[],[],16260040,16260040,MaggySa,MaggySa,7,21,https://twitter.com/MaggySa/status/1629874383450767370,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
58,1629874378568777728,1623157185868972036,1677427308000.0,2023-02-26 21:31:48,+0530,,@JoeBiden Hey Joe 🖕,en,[],[],1424498322564206592,1424498322564206592,TrevorBalbini1,Trevor Balbini,7,21,https://twitter.com/TrevorBalbini1/status/1629874378568777728,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
59,1629874368464699393,1629638396367732736,1677427305000.0,2023-02-26 21:31:45,+0530,,@JoeBiden Thanks Moloch,en,[],[],1513615558121455616,1513615558121455616,socalchik11,🇺🇸SO-CALchik11,7,21,https://twitter.com/socalchik11/status/1629874368464699393,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
60,1629874364958244865,1629638396367732736,1677427304000.0,2023-02-26 21:31:44,+0530,,@JoeBiden Thou shalt not murder. Innocent children being offered up in death in the name of convenience. Ripped from a mother’s womb in pieces. Skulls crushed. Stabbed in the back of the neck. Left on cold metal to die. Cries heard and ignored. I pray you hear these cries in your sleep.,en,[],[],1612192485618642949,1612192485618642949,prayereffect,Jesus in Our Lives,7,21,https://twitter.com/prayereffect/status/1629874364958244865,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
61,1629874360830816256,1629864954093240321,1677427303000.0,2023-02-26 21:31:43,+0530,,@AntonioSabatoJr Dumb question.  Lol.  I’d take a dead possum over Joe Biden!!!,en,[],[],1450573716442779653,1450573716442779653,BMann50064145,B Meister,7,21,https://twitter.com/BMann50064145/status/1629874360830816256,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'AntonioSabatoJr', 'name': 'Antonio Sabato Jr', 'id': '1518719815640395777'}]",,,,
62,1629874360222642178,1629638396367732736,1677427303000.0,2023-02-26 21:31:43,+0530,,"@JoeBiden I wonder when he will have an abortion, or his daughter? I'll tell you the puppet never had to make that decision. People who think women lost all os their right for womens rights for all other medical care have drank too much cool-aid.. Try Planned Parenthood for birth control.",en,[],[],52236697,52236697,Ladycocobelle,Jackie Tichy,7,21,https://twitter.com/Ladycocobelle/status/1629874360222642178,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
63,1629874359912497153,1623159894223253505,1677427303000.0,2023-02-26 21:31:43,+0530,,@JoeBiden Hey Joe 🖕,en,[],[],1424498322564206592,1424498322564206592,TrevorBalbini1,Trevor Balbini,7,21,https://twitter.com/TrevorBalbini1/status/1629874359912497153,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
64,1629874352446492673,1629638396367732736,1677427301000.0,2023-02-26 21:31:41,+0530,,"@Practice_53 @calebparke @JoeBiden You spitting facts but honestly bro whether you like it or not half the country thinks it was stolen via the media, news, laws in certain states. Sucks man idrk how we move forward as a country tbh",en,[],[],1519385460732215297,1519385460732215297,samsterdam38,Samsterdam38,7,21,https://twitter.com/samsterdam38/status/1629874352446492673,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'Practice_53', 'name': 'Brandon ⚡️', 'id': '289708355'}, {'screen_name': 'calebparke', 'name': 'Caleb Parke', 'id': '38097395'}, {'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
65,1629874349338443784,1629874349338443784,1677427301000.0,2023-02-26 21:31:41,+0530,,"Clearly, he hasn’t listened to her speeches. Of course, Kamala was correct when she said that Joe Biden was a racist and was compromised with China.",en,[],[],1274823911008604160,1274823911008604160,MagaBold,RailroadRelic,7,21,https://twitter.com/MagaBold/status/1629874349338443784,[],[],0,,False,0,0,0,https://twitter.com/calltoactivism/status/1629555079375101953,Joe biden,,,,,,,[],,,,
66,1629874338920017923,1623160707079458817,1677427298000.0,2023-02-26 21:31:38,+0530,,@JoeBiden Hey Joe 🖕,en,[],[],1424498322564206592,1424498322564206592,TrevorBalbini1,Trevor Balbini,7,21,https://twitter.com/TrevorBalbini1/status/1629874338920017923,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
67,1629874338429108224,1629859094189289473,1677427298000.0,2023-02-26 21:31:38,+0530,,@politico Lori Lightfoot (D) is the John Fetterman/Joe Biden of mayors. Utterly useless.,en,[],[],1572361498332200961,1572361498332200961,JawnyReb,Jawny Reb🇺🇸,7,21,https://twitter.com/JawnyReb/status/1629874338429108224,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'politico', 'name': 'POLITICO', 'id': '9300262'}]",,,,
68,1629874336281636869,1629638396367732736,1677427298000.0,2023-02-26 21:31:38,+0530,,@JoeBiden I would have thought that's a minimum,en,[],[],50612745,50612745,jwstephens10,John Stephens,7,21,https://twitter.com/jwstephens10/status/1629874336281636869,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
69,1629874321580539909,1629638396367732736,1677427294000.0,2023-02-26 21:31:34,+0530,,"@JoeBiden Haha, you are gone.",en,[],[],1598369476004745224,1598369476004745224,NathanW17189125,Nathan Williamson,7,21,https://twitter.com/NathanW17189125/status/1629874321580539909,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
70,1629874321375256581,1629874321375256581,1677427294000.0,2023-02-26 21:31:34,+0530,, https://t.co/VgAC104yYx  https://t.co/TwYV1TCIat  https://t.co/ouNjDX9EAC  #twitter #facebook #metaverse #trump #joebiden #usa #war #russia #ukraine #putine #stopthewar #nature #photo #vegan #lgbt #trump2024,qme,"['twitter', 'facebook', 'metaverse', 'trump', 'joebiden', 'usa', 'war', 'russia', 'ukraine', 'putine', 'stopthewar', 'nature', 'photo', 'vegan', 'lgbt', 'trump2024']",[],1560992437128110080,1560992437128110080,UnPirater,Pirater-un-compte-fb.com,7,21,https://twitter.com/UnPirater/status/1629874321375256581,"['https://nursing.yale.edu/sites/default/files/webform/comment-espionner-un-compte-facebook-sans-logiciel-bh44e2gd42_0.pdf?utm_source=dlvr.it&utm_medium=twitter', 'https://nursing.yale.edu/sites/default/files/webform/comment-espionner-un-compte-facebook-sans-logiciel-bh44e2gd42_1.pdf?utm_source=dlvr.it&utm_medium=twitter', 'https://nursing.yale.edu/sites/default/files/webform/comment-espionner-un-compte-facebook-sans-logiciel-bh44e2gd42_2.pdf?utm_source=dlvr.it&utm_medium=twitter']",[],0,,False,0,0,0,,Joe biden,,,,,,,[],,,,
71,1629874316828618753,1623344744012083200,1677427293000.0,2023-02-26 21:31:33,+0530,,@JoeBiden Hey Joe 🖕,en,[],[],1424498322564206592,1424498322564206592,TrevorBalbini1,Trevor Balbini,7,21,https://twitter.com/TrevorBalbini1/status/1629874316828618753,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
72,1629874315469488135,1629874315469488135,1677427293000.0,2023-02-26 21:31:33,+0530,,The Game = Blackmail = joe biden,en,[],[],1586756717181911042,1586756717181911042,VenusVisitor613,VenusVisitor,7,21,https://twitter.com/VenusVisitor613/status/1629874315469488135,[],[],0,,False,0,0,0,https://twitter.com/charliekirk11/status/1629251099063652357,Joe biden,,,,,,,[],,,,
73,1629874313045106693,1629638396367732736,1677427292000.0,2023-02-26 21:31:32,+0530,,"@JoeBiden You kill babies, what Joe?",en,[],[],1589969961916719109,1589969961916719109,JeremyDUrban,Jeremy D. Urban,7,21,https://twitter.com/JeremyDUrban/status/1629874313045106693,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
74,1629874311694614529,1629638396367732736,1677427292000.0,2023-02-26 21:31:32,+0530,,"@Practice_53 @GarfieldSplurge @calebparke @JoeBiden google is free, use it",en,[],[],1586170214961614848,1586170214961614848,malek_abdin,Malek Abdin,7,21,https://twitter.com/malek_abdin/status/1629874311694614529,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'Practice_53', 'name': 'Brandon ⚡️', 'id': '289708355'}, {'screen_name': 'GarfieldSplurge', 'name': 'Harry Robinson/Josh Ferme Superfan', 'id': '1494836428848644100'}, {'screen_name': 'calebparke', 'name': 'Caleb Parke', 'id': '38097395'}, {'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
75,1629874310792769552,1629638396367732736,1677427291000.0,2023-02-26 21:31:31,+0530,,@hxrley04 @CatieBarker @dmatt59 @AndreaDuquett13 @_TimSwain_ @JoeBiden Murder isn't a choice,en,[],[],918156942681559040,918156942681559040,rick_anthony52,Ricky🇺🇸,7,21,https://twitter.com/rick_anthony52/status/1629874310792769552,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'hxrley04', 'name': 'J', 'id': '1452959476655534092'}, {'screen_name': 'CatieBarker', 'name': 'Catie Barker', 'id': '1563874542736621574'}, {'screen_name': 'dmatt59', 'name': 'Donna Matthews', 'id': '1074742423'}, {'screen_name': 'AndreaDuquett13', 'name': 'Andrea 😘😩🥵', 'id': '1607273237578227712'}, {'screen_name': '_TimSwain_', 'name': 'Tim Swain', 'id': '1356282424313999361'}, {'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': '939091'}]",,,,
76,1629874306749542403,1629860148037517315,1677427290000.0,2023-02-26 21:31:30,+0530,,@FoxNews I think more Americans support Putin more then Joe Biden,en,[],[],1619010989621403652,1619010989621403652,Hatter96187398,hatter,7,21,https://twitter.com/Hatter96187398/status/1629874306749542403,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'FoxNews', 'name': 'Fox News', 'id': '1367531'}]",,,,
77,1629874306548154371,1629515791828914176,1677427290000.0,2023-02-26 21:31:30,+0530,,"@grettared @ericareport The photo shown here  is a photoshop, and yes Americans have the right to take over totalitarian governments like the one from Joe Biden who clearly had a fraudulent election. Illegals non citizens have to right to come to the US",en,[],[],1247756712,1247756712,reembertoparada,Reemberto Parada,7,21,https://twitter.com/reembertoparada/status/1629874306548154371,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'grettared', 'name': 'grettared', 'id': '15543748'}, {'screen_name': 'ericareport', 'name': 'Erica Marsh', 'id': '1575205434843049984'}]",,,,
78,1629874305281716224,1626793260659122176,1677427290000.0,2023-02-26 21:31:30,+0530,,"@beachblond52 @Sweet_honeylu Meanwhile it’s traitor @JoeBiden in collusion with CCP and Ukraine, systematically destroying this nation and dragging the US into WWIII. Billions of American taxpayer dollars to corrupt Ukraine, money laundering, bio labs. Fake air raid sirens in Kyiv for the fake potus. FJB.",en,[],[],1472118805287485443,1472118805287485443,kiki_badoo,KiKi Boo,7,21,https://twitter.com/kiki_badoo/status/1629874305281716224,[],[],0,,False,0,0,0,,Joe biden,,,,,,,"[{'screen_name': 'beachblond52', 'name': 'Sheryl with an S 🇺🇸💙🌊🌊🏳️\u200d🌈🇮🇪☘️🇺🇦💔', 'id': '2155207283'}, {'screen_name': 'Sweet_honeylu', 'name': 'Sweetness', 'id': '1193077441914429446'}]",,,,
